epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,573.98,0.90112,0.46115,1.06811,0.98625,0.97879,0.9819,0.78745,0.81929,0.39206,0.98197,0.00013625,0.00013625,0.00013625
92,579.18,0.86763,0.44855,1.04913,0.98332,0.97887,0.9819,0.78288,0.84144,0.4009,0.99342,0.000123875,0.000123875,0.000123875
93,584.146,0.86055,0.43606,1.03247,0.98808,0.9771,0.98178,0.80905,0.79892,0.38332,0.97578,0.0001115,0.0001115,0.0001115
94,589.164,0.87635,0.44616,1.07011,0.98918,0.97934,0.98197,0.79078,0.80241,0.37626,0.97525,9.9125e-05,9.9125e-05,9.9125e-05
95,594.188,0.84561,0.42301,1.03844,0.98953,0.98333,0.982,0.79032,0.79719,0.37262,0.97818,8.675e-05,8.675e-05,8.675e-05
96,599.244,0.87688,0.43744,1.06432,0.98961,0.98333,0.98221,0.77661,0.82329,0.37714,0.99443,7.4375e-05,7.4375e-05,7.4375e-05
97,604.267,0.83241,0.4254,1.03368,0.98655,0.98333,0.98216,0.79171,0.80783,0.37621,0.98516,6.2e-05,6.2e-05,6.2e-05
98,609.321,0.82624,0.43312,1.03171,0.98636,0.98103,0.98221,0.80115,0.7964,0.38171,0.9793,4.9625e-05,4.9625e-05,4.9625e-05
99,614.302,0.86181,0.42807,1.05385,0.9893,0.98182,0.98221,0.79621,0.79982,0.38309,0.98076,3.725e-05,3.725e-05,3.725e-05
100,619.38,0.80364,0.41656,1.01602,0.98865,0.978,0.98221,0.79299,0.80066,0.37823,0.98111,2.4875e-05,2.4875e-05,2.4875e-05
